"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"9940" "9940 Effects of lightning" "9940" "9940 Effects of lightning"
"9941" "9941 Drowning and nonfatal submersion" "9941" "9941 Drowning and nonfatal submersion"
"9942" "9942 Effects of hunger" "9942" "9942 Effects of hunger"
"9943" "9943 Effects of thirst" "9943" "9943 Effects of thirst"
"9944" "9944 Exhaustion due to exposure" "9944" "9944 Exhaustion due to exposure"
"9945" "9945 Exhaustion due to excessive exertion" "9945" "9945 Exhaustion due to excessive exertion"
"9946" "9946 Motion sickness" "9946" "9946 Motion sickness"
"9947" "9947 Asphyxiation and strangulation" "9947" "9947 Asphyxiation and strangulation"
"9948" "9948 Electrocution and nonfatal effects of electric current" "9948" "9948 Electrocution and nonfatal effects of electric current"
"9949" "9949 Effects of other external causes" "9949" "9949 Effects of other external causes"
"995" "995 Certain adverse effects not elsewhere classified" "995" "995 Certain adverse effects not elsewhere classified"
"9950" "9950 Anaphylactic shock" "9950" "9950 Anaphylactic shock"
"9951" "9951 Angioneurotic oedema" "9951" "9951 Angioneurotic oedema"
"9952" "9952 Unspecified adverse effect of drug, medicament and biological" "9952" "9952 Unspecified adverse effect of drug, medicament and biological"
"9953" "9953 Allergy, unspecified" "9953" "9953 Allergy, unspecified"
"9954" "9954 Shock due to anaesthesia" "9954" "9954 Shock due to anaesthesia"
"9955" "9955 Child maltreatment syndrome" "9955" "9955 Child maltreatment syndrome"
"99550" "99550 Child maltreatment syndrome (physical injury)" "99550" "99550 Child maltreatment syndrome (physical injury)"
"99551" "99551 Child maltreatment syndrome (emotional deprivation)" "99551" "99551 Child maltreatment syndrome (emotional deprivation)"
"99552" "99552 Child maltreatment syndrome (nutritional deprivation)" "99552" "99552 Child maltreatment syndrome (nutritional deprivation)"
"99553" "99553 Child maltreatment syndrome (mixed or multiple deprivation)" "99553" "99553 Child maltreatment syndrome (mixed or multiple deprivation)"
"99559" "99559 Child maltreatment syndrome (unspecified)" "99559" "99559 Child maltreatment syndrome (unspecified)"
"9958" "9958 Other specified adverse effects not elsewhere classified" "9958" "9958 Other specified adverse effects not elsewhere classified"
"996" "996 Complications peculiar to certain specified procedures" "996" "996 Complications peculiar to certain specified procedures"
"9960" "9960 Mechanical complication of cardiac device, implant and graft" "9960" "9960 Mechanical complication of cardiac device, implant and graft"
"9961" "9961 Mechanical complication of other vascular device, implant and graft" "9961" "9961 Mechanical complication of other vascular device, implant and graft"
"9962" "9962 Mechanical complication of nervous system device, implant and graft" "9962" "9962 Mechanical complication of nervous system device, implant and graft"
"9963" "9963 Mechanical complication of genitourinary device, implant and graft" "9963" "9963 Mechanical complication of genitourinary device, implant and graft"
"9964" "9964 Mechanical complication of internal orthopaedic device, implant and graft" "9964" "9964 Mechanical complication of internal orthopaedic device, implant and graft"
"9965" "9965 Mechanical complication of other spec. pros. device, implant and graft" "9965" "9965 Mechanical complication of other spec. pros. device, implant and graft"
"9966" "9966 Infect./inflam. reaction due to internal pros. device, implant and graft" "9966" "9966 Infect./inflam. reaction due to internal pros. device, implant and graft"
"9967" "9967 Other complications of internal prosthetic device, implant and graft" "9967" "9967 Other complications of internal prosthetic device, implant and graft"
"9968" "9968 Complications of transplanted organ" "9968" "9968 Complications of transplanted organ"
"9969" "9969 Complications of reattached extremity" "9969" "9969 Complications of reattached extremity"
"997" "997 Complications affecting specified body systems, not elsewhere classified" "997" "997 Complications affecting specified body systems, not elsewhere classified"
"9970" "9970 Central nervous system complications during or resulting from a procedure" "9970" "9970 Central nervous system complications during or resulting from a procedure"
"9971" "9971 Cardiac complications during or resulting from a procedure" "9971" "9971 Cardiac complications during or resulting from a procedure"
"9972" "9972 Peripheral vascular complications during or resulting from a procedure" "9972" "9972 Peripheral vascular complications during or resulting from a procedure"
"9973" "9973 Respiratory complications resulting from a procedure" "9973" "9973 Respiratory complications resulting from a procedure"
"9974" "9974 Gastrointestinal complications" "9974" "9974 Gastrointestinal complications"
"9975" "9975 Urinary complications" "9975" "9975 Urinary complications"
"9976" "9976 Late amputation stump complications" "9976" "9976 Late amputation stump complications"
"9979" "9979 Complications affecting other specified body systems n.e.c." "9979" "9979 Complications affecting other specified body systems n.e.c."
"998" "998 Other complications of procedures, not elsewhere classified" "998" "998 Other complications of procedures, not elsewhere classified"
"9980" "9980 Postoperative shock" "9980" "9980 Postoperative shock"
"9981" "9981 Haemorrhage or haematoma complicating a procedure" "9981" "9981 Haemorrhage or haematoma complicating a procedure"
"99810" "99810 Haemorrhage or haematoma complicating renal biopsy" "99810" "99810 Haemorrhage or haematoma complicating renal biopsy"
"99818" "99818 Haemorrhage or haematoma complicating other specified procedure" "99818" "99818 Haemorrhage or haematoma complicating other specified procedure"
"99819" "99819 Haemorrhage or haematoma complicating unspecified procedure" "99819" "99819 Haemorrhage or haematoma complicating unspecified procedure"
"9982" "9982 Accidental puncture or laceration during a procedure" "9982" "9982 Accidental puncture or laceration during a procedure"
"9983" "9983 Disruption of operation wound" "9983" "9983 Disruption of operation wound"
"9984" "9984 Foreign body accidentally left during a procedure" "9984" "9984 Foreign body accidentally left during a procedure"
"9985" "9985 Postoperative infection" "9985" "9985 Postoperative infection"
"9986" "9986 Persistent postoperative fistula" "9986" "9986 Persistent postoperative fistula"
"9987" "9987 Acute reaction to foreign substance accidentally left during a procedure" "9987" "9987 Acute reaction to foreign substance accidentally left during a procedure"
"9988" "9988 Other specified complications of procedures, not elsewhere classified" "9988" "9988 Other specified complications of procedures, not elsewhere classified"
"9989" "9989 Unspecified complication of procedure, not elsewhere classified" "9989" "9989 Unspecified complication of procedure, not elsewhere classified"
"999" "999 Complications of medical care, not elsewhere classified" "999" "999 Complications of medical care, not elsewhere classified"
"9990" "9990 Generalized vaccinia" "9990" "9990 Generalized vaccinia"
"9991" "9991 Air embolism following infusion, perfusion or transfusion" "9991" "9991 Air embolism following infusion, perfusion or transfusion"
"9992" "9992 Other vascular complications following infusion, perfusion or transfusion" "9992" "9992 Other vascular complications following infusion, perfusion or transfusion"
"9993" "9993 Other infection following infusion, injection, transfusion or vaccination" "9993" "9993 Other infection following infusion, injection, transfusion or vaccination"
"9994" "9994 Anaphylactic shock due to serum" "9994" "9994 Anaphylactic shock due to serum"
"9995" "9995 Other serum reaction" "9995" "9995 Other serum reaction"
"9996" "9996 Abo incompatibility reaction" "9996" "9996 Abo incompatibility reaction"
"9997" "9997 Rh incompatibility reaction" "9997" "9997 Rh incompatibility reaction"
"9998" "9998 Other transfusion reaction" "9998" "9998 Other transfusion reaction"
"9999" "9999 Other and unspecified complications of medical care n.e.c." "9999" "9999 Other and unspecified complications of medical care n.e.c."
"Block 001-009" "001-009 Intestinal infectious diseases" "Block 001-009" "001-009 Intestinal infectious diseases"
"Block 010-018" "010-018 Tuberculosis" "Block 010-018" "010-018 Tuberculosis"
"Block 020-027" "020-027 Zoonotic bacterial diseases" "Block 020-027" "020-027 Zoonotic bacterial diseases"
"Block 030-041" "030-041 Other bacterial diseases" "Block 030-041" "030-041 Other bacterial diseases"
"Block 042-044" "042-044 Human immunodeficiency virus (HIV) infection" "Block 042-044" "042-044 Human immunodeficiency virus (HIV) infection"
"Block 045-049" "045-049 Poliomyelitis and other non-arthropod-borne viral diseases of central nervous system" "Block 045-049" "045-049 Poliomyelitis and other non-arthropod-borne viral diseases of central nervous system"
"Block 050-059" "050-059 Viral diseases accompanied by exanthem" "Block 050-059" "050-059 Viral diseases accompanied by exanthem"
"Block 060-066" "060-066 Arthropod-borne viral diseases" "Block 060-066" "060-066 Arthropod-borne viral diseases"
"Block 070-079" "070-079 Other diseases due to viruses and chlamydiae" "Block 070-079" "070-079 Other diseases due to viruses and chlamydiae"
"Block 080-088" "080-088 Rickettsioses and other arthropod-borne diseases" "Block 080-088" "080-088 Rickettsioses and other arthropod-borne diseases"
"Block 090-099" "090-099 Syphilis and other venereal diseases" "Block 090-099" "090-099 Syphilis and other venereal diseases"
"Block 100-104" "100-104 Other spirochetal diseases" "Block 100-104" "100-104 Other spirochetal diseases"
"Block 110-118" "110-118 Mycoses" "Block 110-118" "110-118 Mycoses"
"Block 120-129" "120-129 Helminthiases" "Block 120-129" "120-129 Helminthiases"
"Block 130-136" "130-136 Other infectious and parasitic diseases" "Block 130-136" "130-136 Other infectious and parasitic diseases"
"Block 137-139" "137-139 Late effects of infectious and parasitic diseases" "Block 137-139" "137-139 Late effects of infectious and parasitic diseases"
"Block 140-149" "140-149 Malignant neoplasm of lip, oral cavity, and pharynx" "Block 140-149" "140-149 Malignant neoplasm of lip, oral cavity, and pharynx"
"Block 150-159" "150-159 Malignant neoplasm of digestive organs and peritoneum" "Block 150-159" "150-159 Malignant neoplasm of digestive organs and peritoneum"
"Block 160-165" "160-165 Malignant neoplasm of respiratory and intrathoracic organs" "Block 160-165" "160-165 Malignant neoplasm of respiratory and intrathoracic organs"
"Block 170-175" "170-175 Malignant neoplasm of bone, connective tissue, skin, and breast" "Block 170-175" "170-175 Malignant neoplasm of bone, connective tissue, skin, and breast"
"Block 176-176" "176-176 Kaposi's sarcoma" "Block 176-176" "176-176 Kaposi's sarcoma"
"Block 179-189" "179-189 Malignant neoplasm of genitourinary organs" "Block 179-189" "179-189 Malignant neoplasm of genitourinary organs"
"Block 190-199" "190-199 Malignant neoplasm of other and unspecified sites" "Block 190-199" "190-199 Malignant neoplasm of other and unspecified sites"
"Block 200-208" "200-208 Malignant neoplasm of lymphatic and hematopoietic tissue" "Block 200-208" "200-208 Malignant neoplasm of lymphatic and hematopoietic tissue"
"Block 209-209" "209-209 Neuroendocrine tumors" "Block 209-209" "209-209 Neuroendocrine tumors"
"Block 210-229" "210-229 Benign neoplasms" "Block 210-229" "210-229 Benign neoplasms"
"Block 230-234" "230-234 Carcinoma in situ" "Block 230-234" "230-234 Carcinoma in situ"
"Block 235-238" "235-238 Neoplasms of uncertain behavior" "Block 235-238" "235-238 Neoplasms of uncertain behavior"
"Block 239-239" "239-239 Neoplasms of unspecified nature" "Block 239-239" "239-239 Neoplasms of unspecified nature"
"Block 240-246" "240-246 Disorders of thyroid gland" "Block 240-246" "240-246 Disorders of thyroid gland"
"Block 249-259" "249-259 Diseases of other endocrine glands" "Block 249-259" "249-259 Diseases of other endocrine glands"
"Block 260-269" "260-269 Nutritional deficiencies" "Block 260-269" "260-269 Nutritional deficiencies"
"Block 270-279" "270-279 Other metabolic and immunity disorders" "Block 270-279" "270-279 Other metabolic and immunity disorders"
"Block 280-285" "280-285 Anemia" "Block 280-285" "280-285 Anemia"
"Block 286-287" "286-287 Coagulation/hemorrhagic" "Block 286-287" "286-287 Coagulation/hemorrhagic"
"Block 288-289" "288-289 Other" "Block 288-289" "288-289 Other"
"Block 290-299" "290-299 Psychosis" "Block 290-299" "290-299 Psychosis"
"Block 300-316" "300-316 Neurotic disorders, personality disorders, and other nonpsychotic mental disorders" "Block 300-316" "300-316 Neurotic disorders, personality disorders, and other nonpsychotic mental disorders"
"Block 317-319" "317-319 Mental retardation" "Block 317-319" "317-319 Mental retardation"
"Block 320-327" "320-327 Inflammatory diseases of the central nervous system" "Block 320-327" "320-327 Inflammatory diseases of the central nervous system"
"Block 330-337" "330-337 Hereditary and degenerative diseases of the central nervous system" "Block 330-337" "330-337 Hereditary and degenerative diseases of the central nervous system"
"Block 338-338" "338-338 Pain" "Block 338-338" "338-338 Pain"
"Block 339-339" "339-339 Other headache syndromes" "Block 339-339" "339-339 Other headache syndromes"
"Block 340-349" "340-349 Other disorders of the central nervous system" "Block 340-349" "340-349 Other disorders of the central nervous system"
"Block 350-359" "350-359 Disorders of the peripheral nervous system" "Block 350-359" "350-359 Disorders of the peripheral nervous system"
"Block 360-379" "360-379 Disorders of the eye and adnexa" "Block 360-379" "360-379 Disorders of the eye and adnexa"
"Block 380-389" "380-389 Diseases of the ear and mastoid process" "Block 380-389" "380-389 Diseases of the ear and mastoid process"
"Block 390-392" "390-392 Acute Rheumatic Fever" "Block 390-392" "390-392 Acute Rheumatic Fever"
"Block 393-398" "393-398 Chronic rheumatic heart disease" "Block 393-398" "393-398 Chronic rheumatic heart disease"
"Block 401-405" "401-405 Hypertensive disease" "Block 401-405" "401-405 Hypertensive disease"
"Block 410-414" "410-414 Ischemic heart disease" "Block 410-414" "410-414 Ischemic heart disease"
"Block 415-417" "415-417 Diseases of pulmonary circulation" "Block 415-417" "415-417 Diseases of pulmonary circulation"
"Block 420-429" "420-429 Other forms of heart disease" "Block 420-429" "420-429 Other forms of heart disease"
"Block 430-438" "430-438 Cerebrovascular disease" "Block 430-438" "430-438 Cerebrovascular disease"
"Block 440-448" "440-448 Diseases of arteries, arterioles, and capillaries" "Block 440-448" "440-448 Diseases of arteries, arterioles, and capillaries"
"Block 451-459" "451-459 Diseases of veins and lymphatics, and other diseases of circulatory system" "Block 451-459" "451-459 Diseases of veins and lymphatics, and other diseases of circulatory system"
"Block 460-466" "460-466 Acute respiratory infections" "Block 460-466" "460-466 Acute respiratory infections"
"Block 470-478" "470-478 Other diseases of the upper respiratory tract" "Block 470-478" "470-478 Other diseases of the upper respiratory tract"
"Block 480-488" "480-488 Pneumonia and influenza" "Block 480-488" "480-488 Pneumonia and influenza"
"Block 490-496" "490-496 Chronic obstructive pulmonary disease and allied conditions" "Block 490-496" "490-496 Chronic obstructive pulmonary disease and allied conditions"
"Block 500-508" "500-508 Pneumoconioses and other lung diseases due to external agents" "Block 500-508" "500-508 Pneumoconioses and other lung diseases due to external agents"
"Block 510-519" "510-519 Other diseases of respiratory system" "Block 510-519" "510-519 Other diseases of respiratory system"
"Block 520-529" "520-529 Diseases of oral cavity, salivary glands, and jaws" "Block 520-529" "520-529 Diseases of oral cavity, salivary glands, and jaws"
"Block 530-537" "530-537 Diseases of esophagus, stomach, and duodenum" "Block 530-537" "530-537 Diseases of esophagus, stomach, and duodenum"
"Block 540-543" "540-543 Appendicitis" "Block 540-543" "540-543 Appendicitis"
"Block 550-553" "550-553 Hernia of abdominal cavity" "Block 550-553" "550-553 Hernia of abdominal cavity"
"Block 555-558" "555-558 Noninfectious enteritis and colitis" "Block 555-558" "555-558 Noninfectious enteritis and colitis"
"Block 560-569" "560-569 Other diseases of intestines and peritoneum" "Block 560-569" "560-569 Other diseases of intestines and peritoneum"
"Block 570-579" "570-579 Other diseases of digestive system" "Block 570-579" "570-579 Other diseases of digestive system"
"Block 580-589" "580-589 Nephritis, nephrotic syndrome, and nephrosis" "Block 580-589" "580-589 Nephritis, nephrotic syndrome, and nephrosis"
"Block 590-599" "590-599 Other diseases of urinary system" "Block 590-599" "590-599 Other diseases of urinary system"
"Block 600-608" "600-608 Diseases of male genital organs" "Block 600-608" "600-608 Diseases of male genital organs"
"Block 617-629" "617-629 Other disorders of female genital tract" "Block 617-629" "617-629 Other disorders of female genital tract"
"Block 630-633" "630-633 Ectopic and molar pregnancy" "Block 630-633" "630-633 Ectopic and molar pregnancy"
"Block 634-639" "634-639 Other pregnancy with abortive outcome" "Block 634-639" "634-639 Other pregnancy with abortive outcome"
"Block 640-649" "640-649 Complications mainly related to pregnancy" "Block 640-649" "640-649 Complications mainly related to pregnancy"
"Block 650-659" "650-659 Normal delivery, and other indications for care in pregnancy, labor, and delivery" "Block 650-659" "650-659 Normal delivery, and other indications for care in pregnancy, labor, and delivery"
"Block 660-669" "660-669 Complications occurring mainly in the course of labor and delivery" "Block 660-669" "660-669 Complications occurring mainly in the course of labor and delivery"
"Block 670-676" "670-676 Complications of the puerperium" "Block 670-676" "670-676 Complications of the puerperium"
"Block 678-679" "678-679 Other maternal and fetal complications" "Block 678-679" "678-679 Other maternal and fetal complications"
"Block 680-686" "680-686 Infections of skin and subcutaneous tissue" "Block 680-686" "680-686 Infections of skin and subcutaneous tissue"
"Block 690-698" "690-698 Other inflammatory conditions of skin and subcutaneous tissue" "Block 690-698" "690-698 Other inflammatory conditions of skin and subcutaneous tissue"
"Block 700-709" "700-709 Other diseases of skin and subcutaneous tissue" "Block 700-709" "700-709 Other diseases of skin and subcutaneous tissue"
"Block 710-719" "710-719 Arthropathies and related disorders" "Block 710-719" "710-719 Arthropathies and related disorders"
"Block 720-724" "720-724 Dorsopathies" "Block 720-724" "720-724 Dorsopathies"
"Block 725-729" "725-729 Rheumatism, excluding the back" "Block 725-729" "725-729 Rheumatism, excluding the back"
"Block 730-739" "730-739 Osteopathies, chondropathies, and acquired musculoskeletal deformities" "Block 730-739" "730-739 Osteopathies, chondropathies, and acquired musculoskeletal deformities"
"Block 740-742" "740-742 Nervous system" "Block 740-742" "740-742 Nervous system"
"Block 743-744" "743-744 Eye, ear, face and neck" "Block 743-744" "743-744 Eye, ear, face and neck"
"Block 745-747" "745-747 Circulatory system" "Block 745-747" "745-747 Circulatory system"
"Block 748-748" "748-748 Respiratory system" "Block 748-748" "748-748 Respiratory system"
"Block 749-751" "749-751 Digestive system" "Block 749-751" "749-751 Digestive system"
"Block 752-752" "752-752 Genital organs" "Block 752-752" "752-752 Genital organs"
"Block 753-753" "753-753 Urinary system" "Block 753-753" "753-753 Urinary system"
"Block 754-756" "754-756 Musculoskeletal system" "Block 754-756" "754-756 Musculoskeletal system"
"Block 757-757" "757-757 Integument" "Block 757-757" "757-757 Integument"
"Block 758-758" "758-758 Chromosomal anomalies" "Block 758-758" "758-758 Chromosomal anomalies"
"Block 759-759" "759-759 Other" "Block 759-759" "759-759 Other"
"Block 760-763" "760-763 Maternal causes of perinatal morbidity and mortality" "Block 760-763" "760-763 Maternal causes of perinatal morbidity and mortality"
"Block 764-779" "764-779 Other conditions originating in the perinatal period" "Block 764-779" "764-779 Other conditions originating in the perinatal period"
"Block 780-789" "780-789 Symptoms" "Block 780-789" "780-789 Symptoms"
"Block 790-796" "790-796 Nonspecific abnormal findings" "Block 790-796" "790-796 Nonspecific abnormal findings"
"Block 797-799" "797-799 Ill-defined and unknown causes of morbidity and mortality" "Block 797-799" "797-799 Ill-defined and unknown causes of morbidity and mortality"
"Block 800-804" "800-804 Fracture of skull" "Block 800-804" "800-804 Fracture of skull"
"Block 805-809" "805-809 Fracture of neck and trunk" "Block 805-809" "805-809 Fracture of neck and trunk"
"Block 810-819" "810-819 Fracture of upper limb" "Block 810-819" "810-819 Fracture of upper limb"
"Block 820-829" "820-829 Fracture of lower limb" "Block 820-829" "820-829 Fracture of lower limb"
"Block 830-839" "830-839 Dislocation" "Block 830-839" "830-839 Dislocation"
"Block 840-848" "840-848 Sprains and strains of joints and adjacent muscles" "Block 840-848" "840-848 Sprains and strains of joints and adjacent muscles"
"Block 850-854" "850-854 Intracranial injury, excluding those with skull fracture" "Block 850-854" "850-854 Intracranial injury, excluding those with skull fracture"
"Block 860-869" "860-869 Internal injury of thorax, abdomen, and pelvis" "Block 860-869" "860-869 Internal injury of thorax, abdomen, and pelvis"
"Block 870-879" "870-879 Open wound of head, neck, and trunk" "Block 870-879" "870-879 Open wound of head, neck, and trunk"
"Block 880-887" "880-887 Open wound of upper limb" "Block 880-887" "880-887 Open wound of upper limb"
"Block 890-897" "890-897 Open wound of lower limb" "Block 890-897" "890-897 Open wound of lower limb"
"Block 900-904" "900-904 Injury to blood vessels" "Block 900-904" "900-904 Injury to blood vessels"
"Block 905-909" "905-909 Late effects of injuries, poisonings, toxic effects, and other external causes" "Block 905-909" "905-909 Late effects of injuries, poisonings, toxic effects, and other external causes"
"Block 910-919" "910-919 Superficial injury" "Block 910-919" "910-919 Superficial injury"
"Block 920-924" "920-924 Contusion with intact skin surface" "Block 920-924" "920-924 Contusion with intact skin surface"
"Block 925-929" "925-929 Crushing injury" "Block 925-929" "925-929 Crushing injury"
"Block 930-939" "930-939 Effects of foreign body entering through Body orifice" "Block 930-939" "930-939 Effects of foreign body entering through Body orifice"
"Block 940-949" "940-949 Burns" "Block 940-949" "940-949 Burns"
"Block 950-957" "950-957 Injury to nerves and spinal cord" "Block 950-957" "950-957 Injury to nerves and spinal cord"
"Block 958-959" "958-959 Certain traumatic complications and unspecified injuries" "Block 958-959" "958-959 Certain traumatic complications and unspecified injuries"
"Block 960-979" "960-979 Poisoning by drugs, medicinal and biological substances" "Block 960-979" "960-979 Poisoning by drugs, medicinal and biological substances"
"Block 980-989" "980-989 Toxic effects of substances chiefly nonmedicinal as to source" "Block 980-989" "980-989 Toxic effects of substances chiefly nonmedicinal as to source"
"Block 990-995" "990-995 Other and unspecified effects of external causes" "Block 990-995" "990-995 Other and unspecified effects of external causes"
"Block 996-999" "996-999 Complications of surgical and medical care, not elsewhere classified" "Block 996-999" "996-999 Complications of surgical and medical care, not elsewhere classified"
"Block E800-E807" "E800-E807 Railway accidents" "Block E800-E807" "E800-E807 Railway accidents"
"Block E810-E819" "E810-E819 Motor vehicle traffic accidents" "Block E810-E819" "E810-E819 Motor vehicle traffic accidents"
"Block E820-E825" "E820-E825 Motor vehicle non-traffic accidents" "Block E820-E825" "E820-E825 Motor vehicle non-traffic accidents"
"Block E826-E829" "E826-E829 Other road vehicle accidents" "Block E826-E829" "E826-E829 Other road vehicle accidents"
"Block E830-E831" "E830-E831 Water transport accidents" "Block E830-E831" "E830-E831 Water transport accidents"
"Block E840-E845" "E840-E845 Air and space transport accidents" "Block E840-E845" "E840-E845 Air and space transport accidents"
"Block E846-E848" "E846-E848 Vehicle accidents not elsewhere classifiable" "Block E846-E848" "E846-E848 Vehicle accidents not elsewhere classifiable"
"Block E849-E849" "E849-E849 Place of Occurrence" "Block E849-E849" "E849-E849 Place of Occurrence"
"Block E850-E858" "E850-E858 Accidental poisoning by drugs, medicinal substances, and biologicals" "Block E850-E858" "E850-E858 Accidental poisoning by drugs, medicinal substances, and biologicals"
"Block E860-E869" "E860-E869 Accidental poisoning by other solid and liquid substances, gases, and vapors" "Block E860-E869" "E860-E869 Accidental poisoning by other solid and liquid substances, gases, and vapors"
"Block E870-E876" "E870-E876 Misadventures to patients during surgical and medical care" "Block E870-E876" "E870-E876 Misadventures to patients during surgical and medical care"
"Block E878-E879" "E878-E879 Surgical and medical procedures as the cause of abnormal reaction of patient or later complication, without mention of misadventure at the time of procedure" "Block E878-E879" "E878-E879 Surgical and medical procedures as the cause of abnormal reaction of patient or later complication, without mention of misadventure at the time of procedure"
"Block E880-E888" "E880-E888 Accidental falls" "Block E880-E888" "E880-E888 Accidental falls"
"Block E890-E899" "E890-E899 Accidents caused by fire and flames" "Block E890-E899" "E890-E899 Accidents caused by fire and flames"
"Block E900-E909" "E900-E909 Accidents due to natural and environmental factors" "Block E900-E909" "E900-E909 Accidents due to natural and environmental factors"
"Block E910-E915" "E910-E915 Accidents caused by submersion, suffocation, and foreign bodies" "Block E910-E915" "E910-E915 Accidents caused by submersion, suffocation, and foreign bodies"
"Block E916-E928" "E916-E928 Other accidents" "Block E916-E928" "E916-E928 Other accidents"
"Block E929-E929" "E929-E929 Late effects of accidental injury" "Block E929-E929" "E929-E929 Late effects of accidental injury"
"Block E930-E949" "E930-E949 Drugs, medicinal and biological substances causing adverse effects in therapeutic use" "Block E930-E949" "E930-E949 Drugs, medicinal and biological substances causing adverse effects in therapeutic use"
"Block E950-E959" "E950-E959 Suicide and self-inflicted injury" "Block E950-E959" "E950-E959 Suicide and self-inflicted injury"
"Block E960-E969" "E960-E969 Homicide and injury purposely inflicted by other persons" "Block E960-E969" "E960-E969 Homicide and injury purposely inflicted by other persons"
"Block E970-E978" "E970-E978 Legal intervention" "Block E970-E978" "E970-E978 Legal intervention"
"Block E979-E979" "E979-E979 Terrorism" "Block E979-E979" "E979-E979 Terrorism"
"Block E980-E989" "E980-E989 Injury undetermined whether accidentally or purposely inflicted" "Block E980-E989" "E980-E989 Injury undetermined whether accidentally or purposely inflicted"
"Block E990-E999" "E990-E999 Injury resulting from operations of war" "Block E990-E999" "E990-E999 Injury resulting from operations of war"
"Block V01-V06" "V01-V06 Persons with potential health hazards related to communicable diseases" "Block V01-V06" "V01-V06 Persons with potential health hazards related to communicable diseases"
"Block V07-V09" "V07-V09 Persons with need for isolation, Other potential health hazards and Prophylactic measures" "Block V07-V09" "V07-V09 Persons with need for isolation, Other potential health hazards and Prophylactic measures"
"Block V10-V19" "V10-V19 Persons with potential health hazards related to personal and family history" "Block V10-V19" "V10-V19 Persons with potential health hazards related to personal and family history"
"Block V20-V29" "V20-V29 Persons encountering health services in Circumstances related to Reproduction and development" "Block V20-V29" "V20-V29 Persons encountering health services in Circumstances related to Reproduction and development"
"Block V30-V39" "V30-V39 Live-born infants according to type of birth" "Block V30-V39" "V30-V39 Live-born infants according to type of birth"
"Block V40-V49" "V40-V49 Persons with a condition influencing their health status" "Block V40-V49" "V40-V49 Persons with a condition influencing their health status"
"Block V50-V59" "V50-V59 Persons encountering health services for specific procedures and aftercare" "Block V50-V59" "V50-V59 Persons encountering health services for specific procedures and aftercare"
"Block V60-V69" "V60-V69 Persons encountering health services in other circumstances" "Block V60-V69" "V60-V69 Persons encountering health services in other circumstances"
"Block V70-V82" "V70-V82 Persons without reported diagnosis encountered during examination and investigation of individuals and populations" "Block V70-V82" "V70-V82 Persons without reported diagnosis encountered during examination and investigation of individuals and populations"
"Block V83-V84" "V83-V84 Genetics" "Block V83-V84" "V83-V84 Genetics"
"Block V85-V85" "V85-V85 Body mass index" "Block V85-V85" "V85-V85 Body mass index"
"Block V86-V86" "V86-V86 Estrogen receptor Status" "Block V86-V86" "V86-V86 Estrogen receptor Status"
"Block V87-V87" "V87-V87 Other Specified Personal Exposures And History Presenting Hazards To Health" "Block V87-V87" "V87-V87 Other Specified Personal Exposures And History Presenting Hazards To Health"
"Block V88-V88" "V88-V88 Acquired Absence Of Other Organs And Tissue" "Block V88-V88" "V88-V88 Acquired Absence Of Other Organs And Tissue"
"Block V89-V89" "V89-V89 Other Suspected Conditions Not Found" "Block V89-V89" "V89-V89 Other Suspected Conditions Not Found"
"Block V90-V90" "V90-V90 Retained Foreign Body" "Block V90-V90" "V90-V90 Retained Foreign Body"
"Block V91-V91" "V91-V91 Multiple Gestation Placenta Status" "Block V91-V91" "V91-V91 Multiple Gestation Placenta Status"
"Chapter E" "Chapter E - External causes of injury" "Chapter E" "Chapter E - External causes of injury"
"Chapter I" "Chapter I Infectious and parasitic diseases (001-139)" "Chapter I" "Chapter I Infectious and parasitic diseases (001-139)"
"Chapter II" "Chapter II Neoplasms (140-239)" "Chapter II" "Chapter II Neoplasms (140-239)"
"Chapter III" "Chapter III Endocrine, nutritional and metabolic diseases, and immunity disorders (240-279)" "Chapter III" "Chapter III Endocrine, nutritional and metabolic diseases, and immunity disorders (240-279)"
"Chapter IV" "Chapter IV Diseases of the blood and blood-forming organs (280-289)" "Chapter IV" "Chapter IV Diseases of the blood and blood-forming organs (280-289)"
"Chapter IX" "Chapter IX Diseases of the digestive system (520-579)" "Chapter IX" "Chapter IX Diseases of the digestive system (520-579)"
"Chapter V" "Chapter V - Supplementary classification of factors influencing health status and contact with health services" "Chapter V" "Chapter V - Supplementary classification of factors influencing health status and contact with health services"
"Chapter V" "Chapter V Mental disorders (230-319)" "Chapter V" "Chapter V Mental disorders (230-319)"
"Chapter VI" "Chapter VI Diseases of the nervous system and the sense organs (320-389)" "Chapter VI" "Chapter VI Diseases of the nervous system and the sense organs (320-389)"
"Chapter VII" "Chapter VII Diseases of the circulatory system (390-459)" "Chapter VII" "Chapter VII Diseases of the circulatory system (390-459)"
"Chapter VIII" "Chapter VIII Diseases of the respiratory system (460-519)" "Chapter VIII" "Chapter VIII Diseases of the respiratory system (460-519)"
"Chapter X" "Chapter X Diseases of the genitourinary system (580-629)" "Chapter X" "Chapter X Diseases of the genitourinary system (580-629)"
"Chapter XI" "Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)" "Chapter XI" "Chapter XI Complications of pregnancy, childbirth, and the puerperium (630-679)"
