"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"M7655" "M76.55 Patellar tendinitis-Pelvic/Thigh" "M7655" "M76.55 Patellar tendinitis-Pelvic/Thigh"
"M7656" "M76.56 Patellar tendinitis-Lower Leg" "M7656" "M76.56 Patellar tendinitis-Lower Leg"
"M7657" "M76.57 Patellar tendinitis-Ankle/Foot" "M7657" "M76.57 Patellar tendinitis-Ankle/Foot"
"M7658" "M76.58 Patellar tendinitis-Other" "M7658" "M76.58 Patellar tendinitis-Other"
"M7659" "M76.59 Patellar tendinitis-Site unspec" "M7659" "M76.59 Patellar tendinitis-Site unspec"
"M766" "M76.6 Achilles tendinitis" "M766" "M76.6 Achilles tendinitis"
"M7660" "M76.60 Achilles tendinitis (Multiple sites)" "M7660" "M76.60 Achilles tendinitis (Multiple sites)"
"M7661" "M76.61 Achilles tendinitis-Shldr region" "M7661" "M76.61 Achilles tendinitis-Shldr region"
"M7662" "M76.62 Achilles tendinitis-Upper arm" "M7662" "M76.62 Achilles tendinitis-Upper arm"
"M7663" "M76.63 Achilles tendinitis-Forearm" "M7663" "M76.63 Achilles tendinitis-Forearm"
"M7664" "M76.64 Achilles tendinitis-Hand" "M7664" "M76.64 Achilles tendinitis-Hand"
"M7665" "M76.65 Achilles tendinitis-Pelvic/Thigh" "M7665" "M76.65 Achilles tendinitis-Pelvic/Thigh"
"M7666" "M76.66 Achilles tendinitis (Lower leg)" "M7666" "M76.66 Achilles tendinitis (Lower leg)"
"M7667" "M76.67 Achilles tendinitis (Ankle and foot)" "M7667" "M76.67 Achilles tendinitis (Ankle and foot)"
"M7668" "M76.68 Achilles tendinitis-Other" "M7668" "M76.68 Achilles tendinitis-Other"
"M7669" "M76.69 Achilles tendinitis-Site unspec" "M7669" "M76.69 Achilles tendinitis-Site unspec"
"M767" "M76.7 Peroneal tendinitis" "M767" "M76.7 Peroneal tendinitis"
"M7670" "M76.70 Peroneal tendinitis (Multiple sites)" "M7670" "M76.70 Peroneal tendinitis (Multiple sites)"
"M7671" "M76.71 Peroneal tendinitis-Shldr region" "M7671" "M76.71 Peroneal tendinitis-Shldr region"
"M7672" "M76.72 Peroneal tendinitis-Upper arm" "M7672" "M76.72 Peroneal tendinitis-Upper arm"
"M7673" "M76.73 Peroneal tendinitis-Forearm" "M7673" "M76.73 Peroneal tendinitis-Forearm"
"M7674" "M76.74 Peroneal tendinitis-Hand" "M7674" "M76.74 Peroneal tendinitis-Hand"
"M7675" "M76.75 Peroneal tendinitis-Pelvic/Thigh" "M7675" "M76.75 Peroneal tendinitis-Pelvic/Thigh"
"M7676" "M76.76 Peroneal tendinitis (Lower leg)" "M7676" "M76.76 Peroneal tendinitis (Lower leg)"
"M7677" "M76.77 Peroneal tendinitis (Ankle and foot)" "M7677" "M76.77 Peroneal tendinitis (Ankle and foot)"
"M7678" "M76.78 Peroneal tendinitis-Other" "M7678" "M76.78 Peroneal tendinitis-Other"
"M7679" "M76.79 Peroneal tendinitis-Site unspec" "M7679" "M76.79 Peroneal tendinitis-Site unspec"
"M768" "M76.8 Other enthesopathies of lower limb, excluding foot" "M768" "M76.8 Other enthesopathies of lower limb, excluding foot"
"M7680" "M76.80 Other enthesopathies of lower limb, excluding foot (Multiple sites)" "M7680" "M76.80 Other enthesopathies of lower limb, excluding foot (Multiple sites)"
"M7681" "M76.81 Other enthesopathies of lower limb, excluding foot-Shldr re" "M7681" "M76.81 Other enthesopathies of lower limb, excluding foot-Shldr re"
"M7682" "M76.82 Other enthesopathies of lower limb, excluding foot-Upper ar" "M7682" "M76.82 Other enthesopathies of lower limb, excluding foot-Upper ar"
"M7683" "M76.83 Other enthesopathies of lower limb, excluding foot-Forearm" "M7683" "M76.83 Other enthesopathies of lower limb, excluding foot-Forearm"
"M7684" "M76.84 Other enthesopathies of lower limb, excluding foot-Hand" "M7684" "M76.84 Other enthesopathies of lower limb, excluding foot-Hand"
"M7685" "M76.85 Other enthesopathies of lower limb, excluding foot (Pelvic region and thigh)" "M7685" "M76.85 Other enthesopathies of lower limb, excluding foot (Pelvic region and thigh)"
"M7686" "M76.86 Other enthesopathies of lower limb, excluding foot (Lower leg)" "M7686" "M76.86 Other enthesopathies of lower limb, excluding foot (Lower leg)"
"M7687" "M76.87 Other enthesopathies of lower limb, excluding foot (Ankle and foot)" "M7687" "M76.87 Other enthesopathies of lower limb, excluding foot (Ankle and foot)"
"M7688" "M76.88 Other enthesopathies of lower limb, excluding foot-Other" "M7688" "M76.88 Other enthesopathies of lower limb, excluding foot-Other"
"M7689" "M76.89 Other enthesopathies of lower limb, excluding foot-Site uns" "M7689" "M76.89 Other enthesopathies of lower limb, excluding foot-Site uns"
"M769" "M76.9 Enthesopathy of lower limb, unspecified" "M769" "M76.9 Enthesopathy of lower limb, unspecified"
"M7690" "M76.90 Enthesopathy of lower limb, unspecified (Multiple sites)" "M7690" "M76.90 Enthesopathy of lower limb, unspecified (Multiple sites)"
"M7691" "M76.91 Enthesopathy of lower limb, unspecified-Shldr region" "M7691" "M76.91 Enthesopathy of lower limb, unspecified-Shldr region"
"M7692" "M76.92 Enthesopathy of lower limb, unspecified-Upper arm" "M7692" "M76.92 Enthesopathy of lower limb, unspecified-Upper arm"
"M7693" "M76.93 Enthesopathy of lower limb, unspecified-Forearm" "M7693" "M76.93 Enthesopathy of lower limb, unspecified-Forearm"
"M7694" "M76.94 Enthesopathy of lower limb, unspecified-Hand" "M7694" "M76.94 Enthesopathy of lower limb, unspecified-Hand"
"M7695" "M76.95 Enthesopathy of lower limb, unspecified (Pelvic region and thigh)" "M7695" "M76.95 Enthesopathy of lower limb, unspecified (Pelvic region and thigh)"
"M7696" "M76.96 Enthesopathy of lower limb, unspecified (Lower leg)" "M7696" "M76.96 Enthesopathy of lower limb, unspecified (Lower leg)"
"M7697" "M76.97 Enthesopathy of lower limb, unspecified (Ankle and foot)" "M7697" "M76.97 Enthesopathy of lower limb, unspecified (Ankle and foot)"
"M7698" "M76.98 Enthesopathy of lower limb, unspecified (Other)" "M7698" "M76.98 Enthesopathy of lower limb, unspecified (Other)"
"M7699" "M76.99 Enthesopathy of lower limb, unspecified (Site unspecified)" "M7699" "M76.99 Enthesopathy of lower limb, unspecified (Site unspecified)"
"M77" "M77 Other enthesopathies" "M77" "M77 Other enthesopathies"
"M770" "M77.0 Medial epicondylitis" "M770" "M77.0 Medial epicondylitis"
"M7700" "M77.00 Medial epicondylitis (Multiple sites)" "M7700" "M77.00 Medial epicondylitis (Multiple sites)"
"M7701" "M77.01 Medial epicondylitis-Shldr region" "M7701" "M77.01 Medial epicondylitis-Shldr region"
"M7702" "M77.02 Medial epicondylitis (Upper arm)" "M7702" "M77.02 Medial epicondylitis (Upper arm)"
"M7703" "M77.03 Medial epicondylitis-Forearm" "M7703" "M77.03 Medial epicondylitis-Forearm"
"M7704" "M77.04 Medial epicondylitis-Hand" "M7704" "M77.04 Medial epicondylitis-Hand"
"M7705" "M77.05 Medial epicondylitis (Pelvic region and thigh)" "M7705" "M77.05 Medial epicondylitis (Pelvic region and thigh)"
"M7706" "M77.06 Medial epicondylitis (Lower leg)" "M7706" "M77.06 Medial epicondylitis (Lower leg)"
"M7707" "M77.07 Medial epicondylitis-Ankle/Foot" "M7707" "M77.07 Medial epicondylitis-Ankle/Foot"
"M7708" "M77.08 Medial epicondylitis-Other" "M7708" "M77.08 Medial epicondylitis-Other"
"M7709" "M77.09 Medial epicondylitis (Site unspecified)" "M7709" "M77.09 Medial epicondylitis (Site unspecified)"
"M771" "M77.1 Lateral epicondylitis" "M771" "M77.1 Lateral epicondylitis"
"M7710" "M77.10 Lateral epicondylitis (Multiple sites)" "M7710" "M77.10 Lateral epicondylitis (Multiple sites)"
"M7711" "M77.11 Lateral epicondylitis-Shldr region" "M7711" "M77.11 Lateral epicondylitis-Shldr region"
"M7712" "M77.12 Lateral epicondylitis (Upper arm)" "M7712" "M77.12 Lateral epicondylitis (Upper arm)"
"M7713" "M77.13 Lateral epicondylitis-Forearm" "M7713" "M77.13 Lateral epicondylitis-Forearm"
"M7714" "M77.14 Lateral epicondylitis-Hand" "M7714" "M77.14 Lateral epicondylitis-Hand"
"M7715" "M77.15 Lateral epicondylitis (Pelvic region and thigh)" "M7715" "M77.15 Lateral epicondylitis (Pelvic region and thigh)"
"M7716" "M77.16 Lateral epicondylitis (Lower leg)" "M7716" "M77.16 Lateral epicondylitis (Lower leg)"
"M7717" "M77.17 Lateral epicondylitis-Ankle/Foot" "M7717" "M77.17 Lateral epicondylitis-Ankle/Foot"
"M7718" "M77.18 Lateral epicondylitis-Other" "M7718" "M77.18 Lateral epicondylitis-Other"
"M7719" "M77.19 Lateral epicondylitis (Site unspecified)" "M7719" "M77.19 Lateral epicondylitis (Site unspecified)"
"M772" "M77.2 Periarthritis of wrist" "M772" "M77.2 Periarthritis of wrist"
"M7720" "M77.20 Periarthritis of wrist-Mult sites" "M7720" "M77.20 Periarthritis of wrist-Mult sites"
"M7721" "M77.21 Periarthritis of wrist-Shldr region" "M7721" "M77.21 Periarthritis of wrist-Shldr region"
"M7722" "M77.22 Periarthritis of wrist-Upper arm" "M7722" "M77.22 Periarthritis of wrist-Upper arm"
"M7723" "M77.23 Periarthritis of wrist-Forearm" "M7723" "M77.23 Periarthritis of wrist-Forearm"
"M7724" "M77.24 Periarthritis of wrist-Hand" "M7724" "M77.24 Periarthritis of wrist-Hand"
"M7725" "M77.25 Periarthritis of wrist-Pelvic/Thigh" "M7725" "M77.25 Periarthritis of wrist-Pelvic/Thigh"
"M7726" "M77.26 Periarthritis of wrist-Lower Leg" "M7726" "M77.26 Periarthritis of wrist-Lower Leg"
"M7727" "M77.27 Periarthritis of wrist-Ankle/Foot" "M7727" "M77.27 Periarthritis of wrist-Ankle/Foot"
"M7728" "M77.28 Periarthritis of wrist-Other" "M7728" "M77.28 Periarthritis of wrist-Other"
"M7729" "M77.29 Periarthritis of wrist-Site unspec" "M7729" "M77.29 Periarthritis of wrist-Site unspec"
"M773" "M77.3 Calcaneal spur" "M773" "M77.3 Calcaneal spur"
"M7730" "M77.30 Calcaneal spur-Mult sites" "M7730" "M77.30 Calcaneal spur-Mult sites"
"M7731" "M77.31 Calcaneal spur-Shldr region" "M7731" "M77.31 Calcaneal spur-Shldr region"
"M7732" "M77.32 Calcaneal spur-Upper arm" "M7732" "M77.32 Calcaneal spur-Upper arm"
"M7733" "M77.33 Calcaneal spur-Forearm" "M7733" "M77.33 Calcaneal spur-Forearm"
"M7734" "M77.34 Calcaneal spur-Hand" "M7734" "M77.34 Calcaneal spur-Hand"
"M7735" "M77.35 Calcaneal spur-Pelvic/Thigh" "M7735" "M77.35 Calcaneal spur-Pelvic/Thigh"
"M7736" "M77.36 Calcaneal spur-Lower Leg" "M7736" "M77.36 Calcaneal spur-Lower Leg"
"M7737" "M77.37 Calcaneal spur-Ankle/Foot" "M7737" "M77.37 Calcaneal spur-Ankle/Foot"
"M7738" "M77.38 Calcaneal spur-Other" "M7738" "M77.38 Calcaneal spur-Other"
"M7739" "M77.39 Calcaneal spur-Site unspec" "M7739" "M77.39 Calcaneal spur-Site unspec"
"M774" "M77.4 Metatarsalgia" "M774" "M77.4 Metatarsalgia"
"M7740" "M77.40 Metatarsalgia-Mult sites" "M7740" "M77.40 Metatarsalgia-Mult sites"
"M7741" "M77.41 Metatarsalgia-Shldr region" "M7741" "M77.41 Metatarsalgia-Shldr region"
"M7742" "M77.42 Metatarsalgia-Upper arm" "M7742" "M77.42 Metatarsalgia-Upper arm"
"M7743" "M77.43 Metatarsalgia-Forearm" "M7743" "M77.43 Metatarsalgia-Forearm"
"M7744" "M77.44 Metatarsalgia-Hand" "M7744" "M77.44 Metatarsalgia-Hand"
"M7745" "M77.45 Metatarsalgia-Pelvic/Thigh" "M7745" "M77.45 Metatarsalgia-Pelvic/Thigh"
"M7746" "M77.46 Metatarsalgia-Lower Leg" "M7746" "M77.46 Metatarsalgia-Lower Leg"
"M7747" "M77.47 Metatarsalgia-Ankle/Foot" "M7747" "M77.47 Metatarsalgia-Ankle/Foot"
"M7748" "M77.48 Metatarsalgia-Other" "M7748" "M77.48 Metatarsalgia-Other"
"M7749" "M77.49 Metatarsalgia-Site unspec" "M7749" "M77.49 Metatarsalgia-Site unspec"
"M775" "M77.5 Other enthesopathy of foot" "M775" "M77.5 Other enthesopathy of foot"
"M7750" "M77.50 Other enthesopathy of foot-Mult sites" "M7750" "M77.50 Other enthesopathy of foot-Mult sites"
"M7751" "M77.51 Other enthesopathy of foot-Shldr region" "M7751" "M77.51 Other enthesopathy of foot-Shldr region"
"M7752" "M77.52 Other enthesopathy of foot-Upper arm" "M7752" "M77.52 Other enthesopathy of foot-Upper arm"
"M7753" "M77.53 Other enthesopathy of foot-Forearm" "M7753" "M77.53 Other enthesopathy of foot-Forearm"
"M7754" "M77.54 Other enthesopathy of foot-Hand" "M7754" "M77.54 Other enthesopathy of foot-Hand"
"M7755" "M77.55 Other enthesopathy of foot-Pelvic/Thigh" "M7755" "M77.55 Other enthesopathy of foot-Pelvic/Thigh"
"M7756" "M77.56 Other enthesopathy of foot-Lower Leg" "M7756" "M77.56 Other enthesopathy of foot-Lower Leg"
"M7757" "M77.57 Other enthesopathy of foot-Ankle/Foot" "M7757" "M77.57 Other enthesopathy of foot-Ankle/Foot"
"M7758" "M77.58 Other enthesopathy of foot-Other" "M7758" "M77.58 Other enthesopathy of foot-Other"
"M7759" "M77.59 Other enthesopathy of foot-Site unspec" "M7759" "M77.59 Other enthesopathy of foot-Site unspec"
"M778" "M77.8 Other enthesopathies, not elsewhere classified" "M778" "M77.8 Other enthesopathies, not elsewhere classified"
"M7780" "M77.80 Other enthesopathies, not elsewhere classified (Multiple sites)" "M7780" "M77.80 Other enthesopathies, not elsewhere classified (Multiple sites)"
"M7781" "M77.81 Other enthesopathies, not elsewhere classified (Shoulder region)" "M7781" "M77.81 Other enthesopathies, not elsewhere classified (Shoulder region)"
"M7782" "M77.82 Other enthesopathies, not elsewhere classified (Upper arm)" "M7782" "M77.82 Other enthesopathies, not elsewhere classified (Upper arm)"
"M7783" "M77.83 Other enthesopathies, not elsewhere classified (Forearm)" "M7783" "M77.83 Other enthesopathies, not elsewhere classified (Forearm)"
"M7784" "M77.84 Other enthesopathies, not elsewhere classified (Hand)" "M7784" "M77.84 Other enthesopathies, not elsewhere classified (Hand)"
"M7785" "M77.85 Other enthesopathies, not elsewhere classified (Pelvic region and thigh)" "M7785" "M77.85 Other enthesopathies, not elsewhere classified (Pelvic region and thigh)"
"M7786" "M77.86 Other enthesopathies, not elsewhere classified (Lower leg)" "M7786" "M77.86 Other enthesopathies, not elsewhere classified (Lower leg)"
"M7787" "M77.87 Other enthesopathies, not elsewhere classified (Ankle and foot)" "M7787" "M77.87 Other enthesopathies, not elsewhere classified (Ankle and foot)"
"M7788" "M77.88 Other enthesopathies, not elsewhere classified (Other)" "M7788" "M77.88 Other enthesopathies, not elsewhere classified (Other)"
"M7789" "M77.89 Other enthesopathies, not elsewhere classified (Site unspecified)" "M7789" "M77.89 Other enthesopathies, not elsewhere classified (Site unspecified)"
"M779" "M77.9 Enthesopathy, unspecified" "M779" "M77.9 Enthesopathy, unspecified"
"M7790" "M77.90 Enthesopathy, unspecified (Multiple sites)" "M7790" "M77.90 Enthesopathy, unspecified (Multiple sites)"
"M7791" "M77.91 Enthesopathy, unspecified (Shoulder region)" "M7791" "M77.91 Enthesopathy, unspecified (Shoulder region)"
"M7792" "M77.92 Enthesopathy, unspecified (Upper arm)" "M7792" "M77.92 Enthesopathy, unspecified (Upper arm)"
"M7793" "M77.93 Enthesopathy, unspecified (Forearm)" "M7793" "M77.93 Enthesopathy, unspecified (Forearm)"
"M7794" "M77.94 Enthesopathy, unspecified (Hand)" "M7794" "M77.94 Enthesopathy, unspecified (Hand)"
"M7795" "M77.95 Enthesopathy, unspecified (Pelvic region and thigh)" "M7795" "M77.95 Enthesopathy, unspecified (Pelvic region and thigh)"
"M7796" "M77.96 Enthesopathy, unspecified (Lower leg)" "M7796" "M77.96 Enthesopathy, unspecified (Lower leg)"
"M7797" "M77.97 Enthesopathy, unspecified (Ankle and foot)" "M7797" "M77.97 Enthesopathy, unspecified (Ankle and foot)"
"M7798" "M77.98 Enthesopathy, unspecified (Other)" "M7798" "M77.98 Enthesopathy, unspecified (Other)"
"M7799" "M77.99 Enthesopathy, unspecified (Site unspecified)" "M7799" "M77.99 Enthesopathy, unspecified (Site unspecified)"
"M79" "M79 Other soft tissue disorders, not elsewhere classified" "M79" "M79 Other soft tissue disorders, not elsewhere classified"
"M790" "M79.0 Rheumatism, unspecified" "M790" "M79.0 Rheumatism, unspecified"
"M7900" "M79.00 Rheumatism, unspecified (Multiple sites)" "M7900" "M79.00 Rheumatism, unspecified (Multiple sites)"
"M7901" "M79.01 Rheumatism, unspecified (Shoulder region)" "M7901" "M79.01 Rheumatism, unspecified (Shoulder region)"
"M7902" "M79.02 Rheumatism, unspecified (Upper arm)" "M7902" "M79.02 Rheumatism, unspecified (Upper arm)"
"M7903" "M79.03 Rheumatism, unspecified (Forearm)" "M7903" "M79.03 Rheumatism, unspecified (Forearm)"
"M7904" "M79.04 Rheumatism, unspecified (Hand)" "M7904" "M79.04 Rheumatism, unspecified (Hand)"
"M7905" "M79.05 Rheumatism, unspecified (Pelvic region and thigh)" "M7905" "M79.05 Rheumatism, unspecified (Pelvic region and thigh)"
"M7906" "M79.06 Rheumatism, unspecified (Lower leg)" "M7906" "M79.06 Rheumatism, unspecified (Lower leg)"
"M7907" "M79.07 Rheumatism, unspecified (Ankle and foot)" "M7907" "M79.07 Rheumatism, unspecified (Ankle and foot)"
"M7908" "M79.08 Rheumatism, unspecified (Other)" "M7908" "M79.08 Rheumatism, unspecified (Other)"
"M7909" "M79.09 Rheumatism, unspecified (Site unspecified)" "M7909" "M79.09 Rheumatism, unspecified (Site unspecified)"
"M791" "M79.1 Myalgia" "M791" "M79.1 Myalgia"
"M7910" "M79.10 Myalgia (Multiple sites)" "M7910" "M79.10 Myalgia (Multiple sites)"
"M7911" "M79.11 Myalgia (Shoulder region)" "M7911" "M79.11 Myalgia (Shoulder region)"
"M7912" "M79.12 Myalgia (Upper arm)" "M7912" "M79.12 Myalgia (Upper arm)"
"M7913" "M79.13 Myalgia (Forearm)" "M7913" "M79.13 Myalgia (Forearm)"
"M7914" "M79.14 Myalgia (Hand)" "M7914" "M79.14 Myalgia (Hand)"
"M7915" "M79.15 Myalgia (Pelvic region and thigh)" "M7915" "M79.15 Myalgia (Pelvic region and thigh)"
"M7916" "M79.16 Myalgia (Lower leg)" "M7916" "M79.16 Myalgia (Lower leg)"
"M7917" "M79.17 Myalgia (Ankle and foot)" "M7917" "M79.17 Myalgia (Ankle and foot)"
"M7918" "M79.18 Myalgia (Other)" "M7918" "M79.18 Myalgia (Other)"
"M7919" "M79.19 Myalgia (Site unspecified)" "M7919" "M79.19 Myalgia (Site unspecified)"
"M792" "M79.2 Neuralgia and neuritis, unspecified" "M792" "M79.2 Neuralgia and neuritis, unspecified"
"M7920" "M79.20 Neuralgia and neuritis, unspecified (Multiple sites)" "M7920" "M79.20 Neuralgia and neuritis, unspecified (Multiple sites)"
"M7921" "M79.21 Neuralgia and neuritis, unspecified (Shoulder region)" "M7921" "M79.21 Neuralgia and neuritis, unspecified (Shoulder region)"
"M7922" "M79.22 Neuralgia and neuritis, unspecified (Upper arm)" "M7922" "M79.22 Neuralgia and neuritis, unspecified (Upper arm)"
"M7923" "M79.23 Neuralgia and neuritis, unspecified (Forearm)" "M7923" "M79.23 Neuralgia and neuritis, unspecified (Forearm)"
"M7924" "M79.24 Neuralgia and neuritis, unspecified (Hand)" "M7924" "M79.24 Neuralgia and neuritis, unspecified (Hand)"
"M7925" "M79.25 Neuralgia and neuritis, unspecified (Pelvic region and thigh)" "M7925" "M79.25 Neuralgia and neuritis, unspecified (Pelvic region and thigh)"
"M7926" "M79.26 Neuralgia and neuritis, unspecified (Lower leg)" "M7926" "M79.26 Neuralgia and neuritis, unspecified (Lower leg)"
"M7927" "M79.27 Neuralgia and neuritis, unspecified (Ankle and foot)" "M7927" "M79.27 Neuralgia and neuritis, unspecified (Ankle and foot)"
"M7928" "M79.28 Neuralgia and neuritis, unspecified (Other)" "M7928" "M79.28 Neuralgia and neuritis, unspecified (Other)"
"M7929" "M79.29 Neuralgia and neuritis, unspecified (Site unspecified)" "M7929" "M79.29 Neuralgia and neuritis, unspecified (Site unspecified)"
"M793" "M79.3 Panniculitis, unspecified" "M793" "M79.3 Panniculitis, unspecified"
"M7930" "M79.30 Panniculitis, unspecified (Multiple sites)" "M7930" "M79.30 Panniculitis, unspecified (Multiple sites)"
"M7931" "M79.31 Panniculitis, unspecified (Shoulder region)" "M7931" "M79.31 Panniculitis, unspecified (Shoulder region)"
"M7932" "M79.32 Panniculitis, unspecified (Upper arm)" "M7932" "M79.32 Panniculitis, unspecified (Upper arm)"
"M7933" "M79.33 Panniculitis, unspecified (Forearm)" "M7933" "M79.33 Panniculitis, unspecified (Forearm)"
"M7934" "M79.34 Panniculitis, unspecified (Hand)" "M7934" "M79.34 Panniculitis, unspecified (Hand)"
"M7935" "M79.35 Panniculitis, unspecified (Pelvic region and thigh)" "M7935" "M79.35 Panniculitis, unspecified (Pelvic region and thigh)"
"M7936" "M79.36 Panniculitis, unspecified (Lower leg)" "M7936" "M79.36 Panniculitis, unspecified (Lower leg)"
"M7937" "M79.37 Panniculitis, unspecified (Ankle and foot)" "M7937" "M79.37 Panniculitis, unspecified (Ankle and foot)"
"M7938" "M79.38 Panniculitis, unspecified (Other)" "M7938" "M79.38 Panniculitis, unspecified (Other)"
"M7939" "M79.39 Panniculitis, unspecified (Site unspecified)" "M7939" "M79.39 Panniculitis, unspecified (Site unspecified)"
"M794" "M79.4 Hypertrophy of (infrapatellar) fat pad" "M794" "M79.4 Hypertrophy of (infrapatellar) fat pad"
"M7940" "M79.40 Hypertrophy of (infrapatellar) fat pad (Multiple sites)" "M7940" "M79.40 Hypertrophy of (infrapatellar) fat pad (Multiple sites)"
