"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"U132" "U13.2 Ultrasound of bone" "U132" "U13.2 Ultrasound of bone"
"U133" "U13.3 Magnetic resonance imaging of bone" "U133" "U13.3 Magnetic resonance imaging of bone"
"U134" "U13.4 Plain x-ray of joint" "U134" "U13.4 Plain x-ray of joint"
"U135" "U13.5 Plain x-ray of bone" "U135" "U13.5 Plain x-ray of bone"
"U136" "U13.6 Computed tomography of bone" "U136" "U13.6 Computed tomography of bone"
"U138" "U13.8 Other specified diagnostic imaging of musculoskeletal system" "U138" "U13.8 Other specified diagnostic imaging of musculoskeletal system"
"U139" "U13.9 Unspecified diagnostic imaging of musculoskeletal system" "U139" "U13.9 Unspecified diagnostic imaging of musculoskeletal system"
"U14" "U14 Nuclear bone scan" "U14" "U14 Nuclear bone scan"
"U141" "U14.1 Nuclear bone scan of whole body" "U141" "U14.1 Nuclear bone scan of whole body"
"U142" "U14.2 Nuclear bone scan - special views" "U142" "U14.2 Nuclear bone scan - special views"
"U143" "U14.3 Nuclear bone scan - three phase" "U143" "U14.3 Nuclear bone scan - three phase"
"U144" "U14.4 Nuclear bone scan - two phase" "U144" "U14.4 Nuclear bone scan - two phase"
"U148" "U14.8 Other specified nuclear bone scan" "U148" "U14.8 Other specified nuclear bone scan"
"U149" "U14.9 Unspecified nuclear bone scan" "U149" "U14.9 Unspecified nuclear bone scan"
"U15" "U15 Diagnostic imaging of respiratory system" "U15" "U15 Diagnostic imaging of respiratory system"
"U151" "U15.1 Lung perfusion scanning NEC" "U151" "U15.1 Lung perfusion scanning NEC"
"U152" "U15.2 Lung ventilation scanning NEC" "U152" "U15.2 Lung ventilation scanning NEC"
"U153" "U15.3 Ventilation perfusion quotient scan" "U153" "U15.3 Ventilation perfusion quotient scan"
"U158" "U15.8 Other specified diagnostic imaging of respiratory system" "U158" "U15.8 Other specified diagnostic imaging of respiratory system"
"U159" "U15.9 Unspecified diagnostic imaging of respiratory system" "U159" "U15.9 Unspecified diagnostic imaging of respiratory system"
"U16" "U16 Diagnostic imaging of hepatobiliary system" "U16" "U16 Diagnostic imaging of hepatobiliary system"
"U161" "U16.1 Hepatobiliary nuclear scan" "U161" "U16.1 Hepatobiliary nuclear scan"
"U162" "U16.2 Magnetic resonance cholangiopancreatography" "U162" "U16.2 Magnetic resonance cholangiopancreatography"
"U168" "U16.8 Other specified diagnostic imaging of hepatobiliary system" "U168" "U16.8 Other specified diagnostic imaging of hepatobiliary system"
"U169" "U16.9 Unspecified diagnostic imaging of hepatobiliary system" "U169" "U16.9 Unspecified diagnostic imaging of hepatobiliary system"
"U17" "U17 Diagnostic imaging of digestive tract" "U17" "U17 Diagnostic imaging of digestive tract"
"U171" "U17.1 Meckel's scan" "U171" "U17.1 Meckel's scan"
"U172" "U17.2 Selenium 75 homocholic acid taurine study" "U172" "U17.2 Selenium 75 homocholic acid taurine study"
"U173" "U17.3 Barium swallow" "U173" "U17.3 Barium swallow"
"U174" "U17.4 Barium enema" "U174" "U17.4 Barium enema"
"U175" "U17.5 Computed tomography of colon" "U175" "U17.5 Computed tomography of colon"
"U176" "U17.6 Patency capsule examination" "U176" "U17.6 Patency capsule examination"
"U178" "U17.8 Other specified diagnostic imaging of digestive tract" "U178" "U17.8 Other specified diagnostic imaging of digestive tract"
"U179" "U17.9 Unspecified diagnostic imaging of digestive tract" "U179" "U17.9 Unspecified diagnostic imaging of digestive tract"
"U18" "U18 Diagnostic imaging of breast" "U18" "U18 Diagnostic imaging of breast"
"U181" "U18.1 Scintimammography" "U181" "U18.1 Scintimammography"
"U182" "U18.2 Thermography of breast" "U182" "U18.2 Thermography of breast"
"U183" "U18.3 Mammography" "U183" "U18.3 Mammography"
"U188" "U18.8 Other specified diagnostic imaging of breast" "U188" "U18.8 Other specified diagnostic imaging of breast"
"U189" "U18.9 Unspecified diagnostic imaging of breast" "U189" "U18.9 Unspecified diagnostic imaging of breast"
"U19" "U19 Diagnostic electrocardiography" "U19" "U19 Diagnostic electrocardiography"
"U191" "U19.1 Implantation of electrocardiography loop recorder" "U191" "U19.1 Implantation of electrocardiography loop recorder"
"U192" "U19.2 24 hour ambulatory electrocardiography" "U192" "U19.2 24 hour ambulatory electrocardiography"
"U193" "U19.3 48 hour ambulatory electrocardiography" "U193" "U19.3 48 hour ambulatory electrocardiography"
"U194" "U19.4 Exercise electrocardiography" "U194" "U19.4 Exercise electrocardiography"
"U195" "U19.5 Holter extended electrocardiographic recording" "U195" "U19.5 Holter extended electrocardiographic recording"
"U196" "U19.6 Cardiomemo electrocardiographic monitoring" "U196" "U19.6 Cardiomemo electrocardiographic monitoring"
"U197" "U19.7 Removal of electrocardiography loop recorder" "U197" "U19.7 Removal of electrocardiography loop recorder"
"U198" "U19.8 Other specified diagnostic electrocardiography" "U198" "U19.8 Other specified diagnostic electrocardiography"
"U199" "U19.9 Unspecified diagnostic electrocardiography" "U199" "U19.9 Unspecified diagnostic electrocardiography"
"U20" "U20 Diagnostic echocardiography" "U20" "U20 Diagnostic echocardiography"
"U201" "U20.1 Transthoracic echocardiography" "U201" "U20.1 Transthoracic echocardiography"
"U202" "U20.2 Transoesophageal echocardiography" "U202" "U20.2 Transoesophageal echocardiography"
"U203" "U20.3 Intravascular echocardiography" "U203" "U20.3 Intravascular echocardiography"
"U204" "U20.4 Epicardial echocardiography" "U204" "U20.4 Epicardial echocardiography"
"U205" "U20.5 Stress echocardiography" "U205" "U20.5 Stress echocardiography"
"U206" "U20.6 Fetal echocardiography" "U206" "U20.6 Fetal echocardiography"
"U208" "U20.8 Other specified diagnostic Echocardiography" "U208" "U20.8 Other specified diagnostic Echocardiography"
"U209" "U20.9 Unspecified diagnostic Echocardiography" "U209" "U20.9 Unspecified diagnostic Echocardiography"
"U21" "U21 Diagnostic imaging procedures" "U21" "U21 Diagnostic imaging procedures"
"U211" "U21.1 Magnetic resonance imaging NEC" "U211" "U21.1 Magnetic resonance imaging NEC"
"U212" "U21.2 Computed tomography NEC" "U212" "U21.2 Computed tomography NEC"
"U213" "U21.3 Positron emission tomography NEC" "U213" "U21.3 Positron emission tomography NEC"
"U214" "U21.4 Single photon emission computed tomography NEC" "U214" "U21.4 Single photon emission computed tomography NEC"
"U215" "U21.5 Contrast fluoroscopy NEC" "U215" "U21.5 Contrast fluoroscopy NEC"
"U216" "U21.6 Ultrasound scan NEC" "U216" "U21.6 Ultrasound scan NEC"
"U217" "U21.7 Plain x-ray NEC" "U217" "U21.7 Plain x-ray NEC"
"U218" "U21.8 Other specified diagnostic imaging procedures" "U218" "U21.8 Other specified diagnostic imaging procedures"
"U219" "U21.9 Unspecified diagnostic imaging procedures" "U219" "U21.9 Unspecified diagnostic imaging procedures"
"U22" "U22 Neuropsychology tests" "U22" "U22 Neuropsychology tests"
"U221" "U22.1 Electroencephalograph telemetry" "U221" "U22.1 Electroencephalograph telemetry"
"U222" "U22.2 Functional inactivation of single brain hemisphere test" "U222" "U22.2 Functional inactivation of single brain hemisphere test"
"U223" "U22.3 Neuropsychology test of intelligence" "U223" "U22.3 Neuropsychology test of intelligence"
"U224" "U22.4 Neuropsychology test of language" "U224" "U22.4 Neuropsychology test of language"
"U225" "U22.5 Neuropsychology test of memory" "U225" "U22.5 Neuropsychology test of memory"
"U226" "U22.6 Neuropsychology test of perception" "U226" "U22.6 Neuropsychology test of perception"
"U227" "U22.7 Neuropsychology test of executive function" "U227" "U22.7 Neuropsychology test of executive function"
"U228" "U22.8 Other specified neuropsychology tests" "U228" "U22.8 Other specified neuropsychology tests"
"U229" "U22.9 Unspecified neuropsychology tests" "U229" "U22.9 Unspecified neuropsychology tests"
"U23" "U23 Nuclear medicine haematological tests" "U23" "U23 Nuclear medicine haematological tests"
"U231" "U23.1 Red cell mass studies" "U231" "U23.1 Red cell mass studies"
"U232" "U23.2 White cell scan using indium 111" "U232" "U23.2 White cell scan using indium 111"
"U233" "U23.3 White cell scan using technetium 99" "U233" "U23.3 White cell scan using technetium 99"
"U234" "U23.4 Ferrokinetic studies" "U234" "U23.4 Ferrokinetic studies"
"U238" "U23.8 Other specified nuclear medicine haematological tests" "U238" "U23.8 Other specified nuclear medicine haematological tests"
"U239" "U23.9 Unspecified nuclear medicine haematological tests" "U239" "U23.9 Unspecified nuclear medicine haematological tests"
"U24" "U24 Diagnostic audiology" "U24" "U24 Diagnostic audiology"
"U241" "U24.1 Pure tone audiometry" "U241" "U24.1 Pure tone audiometry"
"U242" "U24.2 Balance assessment" "U242" "U24.2 Balance assessment"
"U243" "U24.3 Hearing assessment" "U243" "U24.3 Hearing assessment"
"U248" "U24.8 Other specified diagnostic audiology" "U248" "U24.8 Other specified diagnostic audiology"
"U249" "U24.9 Unspecified diagnostic audiology" "U249" "U24.9 Unspecified diagnostic audiology"
"U25" "U25 Breath tests" "U25" "U25 Breath tests"
"U251" "U25.1 C14 urea helicobacter pylori breath test" "U251" "U25.1 C14 urea helicobacter pylori breath test"
"U252" "U25.2 C14 glycocholic acid breath test" "U252" "U25.2 C14 glycocholic acid breath test"
"U253" "U25.3 Hydrogen breath test" "U253" "U25.3 Hydrogen breath test"
"U254" "U25.4 Urea helicobacter pylori breath test NEC" "U254" "U25.4 Urea helicobacter pylori breath test NEC"
"U255" "U25.5 Gastric emptying breath test" "U255" "U25.5 Gastric emptying breath test"
"U258" "U25.8 Other specified breath tests" "U258" "U25.8 Other specified breath tests"
"U259" "U25.9 Unspecified breath tests" "U259" "U25.9 Unspecified breath tests"
"U26" "U26 Diagnostic testing of genitourinary system" "U26" "U26 Diagnostic testing of genitourinary system"
"U261" "U26.1 Glomerular filtration rate testing" "U261" "U26.1 Glomerular filtration rate testing"
"U262" "U26.2 Uroflowmetry NEC" "U262" "U26.2 Uroflowmetry NEC"
"U263" "U26.3 Test strip urinalysis" "U263" "U26.3 Test strip urinalysis"
"U264" "U26.4 Urodynamics NEC" "U264" "U26.4 Urodynamics NEC"
"U265" "U26.5 Schilling test" "U265" "U26.5 Schilling test"
"U268" "U26.8 Other specified diagnostic testing of genitourinary system" "U268" "U26.8 Other specified diagnostic testing of genitourinary system"
"U269" "U26.9 Unspecified diagnostic testing of genitourinary system" "U269" "U26.9 Unspecified diagnostic testing of genitourinary system"
"U27" "U27 Diagnostic application tests on skin" "U27" "U27 Diagnostic application tests on skin"
"U271" "U27.1 Standard series patch testing of skin" "U271" "U27.1 Standard series patch testing of skin"
"U272" "U27.2 Extended series patch testing of skin" "U272" "U27.2 Extended series patch testing of skin"
"U273" "U27.3 Closed routine patch testing of skin" "U273" "U27.3 Closed routine patch testing of skin"
"U274" "U27.4 Closed special patch testing of skin" "U274" "U27.4 Closed special patch testing of skin"
"U275" "U27.5 Open patch testing of skin" "U275" "U27.5 Open patch testing of skin"
"U276" "U27.6 Patch testing of skin with patient's own products" "U276" "U27.6 Patch testing of skin with patient's own products"
"U277" "U27.7 Photopatch testing of skin" "U277" "U27.7 Photopatch testing of skin"
"U278" "U27.8 Other specified diagnostic application tests on skin" "U278" "U27.8 Other specified diagnostic application tests on skin"
"U279" "U27.9 Unspecified diagnostic application tests on skin" "U279" "U27.9 Unspecified diagnostic application tests on skin"
"U28" "U28 Other diagnostic tests on skin" "U28" "U28 Other diagnostic tests on skin"
"U281" "U28.1 Phototesting of skin using monochromator" "U281" "U28.1 Phototesting of skin using monochromator"
"U282" "U28.2 Phototesting of skin using solar simulator" "U282" "U28.2 Phototesting of skin using solar simulator"
"U283" "U28.3 Provocation phototesting" "U283" "U28.3 Provocation phototesting"
"U284" "U28.4 Passive transfer test for solar urticaria" "U284" "U28.4 Passive transfer test for solar urticaria"
"U285" "U28.5 Reverse passive transfer test for solar urticaria" "U285" "U28.5 Reverse passive transfer test for solar urticaria"
"U286" "U28.6 Autologous serum skin test for urticaria" "U286" "U28.6 Autologous serum skin test for urticaria"
"U287" "U28.7 Physical challenge tests for urticaria" "U287" "U28.7 Physical challenge tests for urticaria"
"U288" "U28.8 Other specified other diagnostic tests on skin" "U288" "U28.8 Other specified other diagnostic tests on skin"
"U289" "U28.9 Unspecified other diagnostic tests on skin" "U289" "U28.9 Unspecified other diagnostic tests on skin"
"U29" "U29 Diagnostic endocrinology" "U29" "U29 Diagnostic endocrinology"
"U291" "U29.1 Insulin stress test of anterior pituitary function" "U291" "U29.1 Insulin stress test of anterior pituitary function"
"U292" "U29.2 Insulin secretion glucagon test" "U292" "U29.2 Insulin secretion glucagon test"
"U293" "U29.3 Glucose tolerance test" "U293" "U29.3 Glucose tolerance test"
"U294" "U29.4 Water deprivation test" "U294" "U29.4 Water deprivation test"
"U295" "U29.5 Adrenal suppression test" "U295" "U29.5 Adrenal suppression test"
"U296" "U29.6 Arginine vasopressin response to hypertonic saline test" "U296" "U29.6 Arginine vasopressin response to hypertonic saline test"
"U297" "U29.7 Short synacthen test" "U297" "U29.7 Short synacthen test"
"U298" "U29.8 Other specified diagnostic endocrinology" "U298" "U29.8 Other specified diagnostic endocrinology"
"U299" "U29.9 Unspecified diagnostic endocrinology" "U299" "U29.9 Unspecified diagnostic endocrinology"
"U30" "U30 Autonomic cardiovascular testing" "U30" "U30 Autonomic cardiovascular testing"
"U301" "U30.1 Tilt table testing" "U301" "U30.1 Tilt table testing"
"U302" "U30.2 Carotid sinus massage test" "U302" "U30.2 Carotid sinus massage test"
"U308" "U30.8 Other specified autonomic cardiovascular testing" "U308" "U30.8 Other specified autonomic cardiovascular testing"
"U309" "U30.9 Unspecified autonomic cardiovascular testing" "U309" "U30.9 Unspecified autonomic cardiovascular testing"
"U31" "U31 Pacemaker testing" "U31" "U31 Pacemaker testing"
"U311" "U31.1 Distant pacemaker test" "U311" "U31.1 Distant pacemaker test"
"U318" "U31.8 Other specified pacemaker testing" "U318" "U31.8 Other specified pacemaker testing"
"U319" "U31.9 Unspecified pacemaker testing" "U319" "U31.9 Unspecified pacemaker testing"
"U32" "U32 Diagnostic blood tests" "U32" "U32 Diagnostic blood tests"
"U321" "U32.1 Human Immunodeficiency Virus blood test" "U321" "U32.1 Human Immunodeficiency Virus blood test"
"U328" "U32.8 Other specified diagnostic blood tests" "U328" "U32.8 Other specified diagnostic blood tests"
"U329" "U32.9 Unspecified diagnostic blood tests" "U329" "U32.9 Unspecified diagnostic blood tests"
"U33" "U33 Other diagnostic tests" "U33" "U33 Other diagnostic tests"
"U331" "U33.1 Polysomnography" "U331" "U33.1 Polysomnography"
"U332" "U33.2 Application of ambulatory blood pressure monitor" "U332" "U33.2 Application of ambulatory blood pressure monitor"
"U333" "U33.3 Removal of ambulatory blood pressure monitor" "U333" "U33.3 Removal of ambulatory blood pressure monitor"
"U338" "U33.8 Other specified other diagnostic tests" "U338" "U33.8 Other specified other diagnostic tests"
"U339" "U33.9 Unspecified other diagnostic tests" "U339" "U33.9 Unspecified other diagnostic tests"
"U34" "U34 Other diagnostic electrocardiography" "U34" "U34 Other diagnostic electrocardiography"
"U341" "U34.1 Cardiac provocation test" "U341" "U34.1 Cardiac provocation test"
"U348" "U34.8 Other specified other diagnostic electrocardiography" "U348" "U34.8 Other specified other diagnostic electrocardiography"
"U349" "U34.9 Unspecified other diagnostic electrocardiography" "U349" "U34.9 Unspecified other diagnostic electrocardiography"
"U35" "U35 Other diagnostic imaging of vascular system" "U35" "U35 Other diagnostic imaging of vascular system"
"U351" "U35.1 Thermography of blood flow" "U351" "U35.1 Thermography of blood flow"
"U352" "U35.2 Laser doppler ultrasound velocimetry" "U352" "U35.2 Laser doppler ultrasound velocimetry"
"U353" "U35.3 Transcranial doppler ultrasound velocimetry" "U353" "U35.3 Transcranial doppler ultrasound velocimetry"
"U354" "U35.4 Computed tomography of pulmonary arteries" "U354" "U35.4 Computed tomography of pulmonary arteries"
